timestamp,period,result,size,color
2026-04-14 10:14:38,20260414100050527,6,Big,Red
2026-04-14 10:14:38,20260414100050528,6,Big,Red
2026-04-14 10:14:38,20260414100050529,0,Small,Red+Violet
2026-04-14 10:14:37,20260414100050530,8,Big,Red
2026-04-14 10:14:37,20260414100050531,1,Small,Green
2026-04-14 10:14:37,20260414100050532,5,Big,Green+Violet
2026-04-14 10:14:37,20260414100050533,7,Big,Green
2026-04-14 10:14:37,20260414100050534,5,Big,Green+Violet
2026-04-14 10:14:37,20260414100050535,9,Big,Green
2026-04-14 10:14:37,20260414100050536,3,Small,Green
2026-04-14 10:14:37,20260414100050537,2,Small,Red
2026-04-14 10:14:37,20260414100050538,7,Big,Green
2026-04-14 10:14:37,20260414100050539,3,Small,Green
2026-04-14 10:14:35,20260414100050540,3,Small,Green
2026-04-14 10:14:35,20260414100050541,9,Big,Green
2026-04-14 10:14:35,20260414100050542,5,Big,Green+Violet
2026-04-14 10:14:35,20260414100050543,7,Big,Green
2026-04-14 10:14:35,20260414100050544,4,Small,Red
2026-04-14 10:14:35,20260414100050545,5,Big,Green+Violet
2026-04-14 10:14:35,20260414100050546,8,Big,Red
2026-04-14 10:14:35,20260414100050547,7,Big,Green
2026-04-14 10:14:35,20260414100050548,8,Big,Red
2026-04-14 10:14:35,20260414100050549,4,Small,Red
2026-04-14 10:14:34,20260414100050550,3,Small,Green
2026-04-14 10:14:34,20260414100050551,1,Small,Green
2026-04-14 10:14:34,20260414100050552,5,Big,Green+Violet
2026-04-14 10:14:34,20260414100050553,6,Big,Red
2026-04-14 10:14:34,20260414100050554,1,Small,Green
2026-04-14 10:14:34,20260414100050555,6,Big,Red
2026-04-14 10:14:34,20260414100050556,0,Small,Red+Violet
2026-04-14 10:14:34,20260414100050557,4,Small,Red
2026-04-14 10:14:34,20260414100050558,5,Big,Green+Violet
2026-04-14 10:14:34,20260414100050559,0,Small,Red+Violet
2026-04-14 10:14:32,20260414100050560,8,Big,Red
2026-04-14 10:14:32,20260414100050561,0,Small,Red+Violet
2026-04-14 10:14:32,20260414100050562,2,Small,Red
2026-04-14 10:14:32,20260414100050563,0,Small,Red+Violet
2026-04-14 10:14:32,20260414100050564,5,Big,Green+Violet
2026-04-14 10:14:32,20260414100050565,2,Small,Red
2026-04-14 10:14:32,20260414100050566,9,Big,Green
2026-04-14 10:14:32,20260414100050567,0,Small,Red+Violet
2026-04-14 10:14:32,20260414100050568,5,Big,Green+Violet
2026-04-14 10:14:32,20260414100050569,6,Big,Red
2026-04-14 10:15:28,20260414100050570,4,Small,Red
2026-04-14 10:15:28,20260414100050571,4,Small,Red
2026-04-14 10:16:28,20260414100050572,4,Small,Red
2026-04-14 10:16:28,20260414100050573,5,Big,Green+Violet
2026-04-14 10:16:57,20260414100050574,6,Big,Red
2026-04-14 10:17:57,20260414100050575,0,Small,Red+Violet
2026-04-14 10:17:57,20260414100050576,0,Small,Red+Violet
2026-04-14 10:19:28,20260414100050577,1,Small,Green
2026-04-14 10:19:28,20260414100050578,6,Big,Red
2026-04-14 10:19:28,20260414100050579,3,Small,Green
2026-04-14 10:20:28,20260414100050580,0,Small,Red+Violet
2026-04-14 10:20:28,20260414100050581,3,Small,Green
2026-04-14 10:20:57,20260414100050582,8,Big,Red
2026-04-14 10:21:28,20260414100050583,4,Small,Red
2026-04-14 10:21:58,20260414100050584,7,Big,Green
2026-04-14 10:22:28,20260414100050585,9,Big,Green
2026-04-14 10:23:29,20260414100050586,2,Small,Red
2026-04-14 10:23:29,20260414100050587,3,Small,Green
2026-04-14 10:24:27,20260414100050588,0,Small,Red+Violet
2026-04-14 10:24:27,20260414100050589,6,Big,Red
2026-04-14 10:24:58,20260414100050590,4,Small,Red
2026-04-14 10:25:28,20260414100050591,0,Small,Red+Violet
2026-04-14 10:26:28,20260414100050592,7,Big,Green
2026-04-14 10:26:28,20260414100050593,4,Small,Red
2026-04-14 10:26:59,20260414100050594,7,Big,Green
2026-04-14 10:27:28,20260414100050595,1,Small,Green
2026-04-14 10:27:58,20260414100050596,1,Small,Green
2026-04-14 10:28:27,20260414100050597,0,Small,Red+Violet
2026-04-14 10:28:58,20260414100050598,4,Small,Red
2026-04-14 10:29:28,20260414100050599,8,Big,Red
2026-04-14 10:29:57,20260414100050600,5,Big,Green+Violet
2026-04-14 10:30:28,20260414100050601,8,Big,Red
2026-04-14 10:30:57,20260414100050602,7,Big,Green
2026-04-14 10:31:28,20260414100050603,4,Small,Red
2026-04-14 10:32:28,20260414100050604,6,Big,Red
2026-04-14 10:32:28,20260414100050605,3,Small,Green
2026-04-14 10:34:02,20260414100050606,4,Small,Red
2026-04-14 10:34:02,20260414100050607,2,Small,Red
2026-04-14 10:34:02,20260414100050608,7,Big,Green
2026-04-14 10:34:27,20260414100050609,2,Small,Red
2026-04-14 10:35:29,20260414100050610,6,Big,Red
2026-04-14 10:35:29,20260414100050611,7,Big,Green
2026-04-14 10:35:58,20260414100050612,9,Big,Green
2026-04-14 10:36:58,20260414100050613,0,Small,Red+Violet
2026-04-14 10:36:58,20260414100050614,1,Small,Green
2026-04-14 10:38:32,20260414100050615,5,Big,Green+Violet
2026-04-14 10:38:32,20260414100050616,3,Small,Green
2026-04-14 10:38:32,20260414100050617,1,Small,Green
2026-04-14 10:39:28,20260414100050618,0,Small,Red+Violet
2026-04-14 10:39:28,20260414100050619,2,Small,Red
2026-04-14 10:39:59,20260414100050620,2,Small,Red
2026-04-14 10:40:57,20260414100050621,6,Big,Red
2026-04-14 10:40:57,20260414100050622,1,Small,Green
2026-04-14 10:41:28,20260414100050623,7,Big,Green
2026-04-14 11:17:09,20260414100050624,6,Big,Red
2026-04-14 11:17:07,20260414100050625,8,Big,Red
2026-04-14 11:17:07,20260414100050626,7,Big,Green
2026-04-14 11:17:07,20260414100050627,2,Small,Red
2026-04-14 11:17:07,20260414100050628,0,Small,Red+Violet
2026-04-14 11:17:07,20260414100050629,0,Small,Red+Violet
2026-04-14 11:17:07,20260414100050630,9,Big,Green
2026-04-14 11:17:07,20260414100050631,7,Big,Green
2026-04-14 11:17:07,20260414100050632,9,Big,Green
2026-04-14 11:16:23,20260414100050633,3,Small,Green
2026-04-14 11:16:23,20260414100050634,6,Big,Red
2026-04-14 11:16:23,20260414100050635,9,Big,Green
2026-04-14 11:16:23,20260414100050636,8,Big,Red
2026-04-14 11:16:23,20260414100050637,7,Big,Green
2026-04-14 11:16:23,20260414100050638,6,Big,Red
2026-04-14 11:16:23,20260414100050639,9,Big,Green
2026-04-14 11:16:23,20260414100050640,5,Big,Green+Violet
2026-04-14 11:16:23,20260414100050641,7,Big,Green
2026-04-14 11:16:23,20260414100050642,6,Big,Red
2026-04-14 11:16:21,20260414100050643,2,Small,Red
2026-04-14 11:16:21,20260414100050644,9,Big,Green
2026-04-14 11:16:21,20260414100050645,6,Big,Red
2026-04-14 11:16:21,20260414100050646,9,Big,Green
2026-04-14 11:16:21,20260414100050647,6,Big,Red
2026-04-14 11:16:21,20260414100050648,2,Small,Red
2026-04-14 11:16:21,20260414100050649,7,Big,Green
2026-04-14 11:16:21,20260414100050650,9,Big,Green
2026-04-14 11:16:21,20260414100050651,7,Big,Green
2026-04-14 11:16:21,20260414100050652,0,Small,Red+Violet
2026-04-14 11:16:19,20260414100050653,8,Big,Red
2026-04-14 11:16:19,20260414100050654,2,Small,Red
2026-04-14 11:16:19,20260414100050655,0,Small,Red+Violet
2026-04-14 11:16:19,20260414100050656,1,Small,Green
2026-04-14 11:16:19,20260414100050657,1,Small,Green
2026-04-14 11:16:19,20260414100050658,2,Small,Red
2026-04-14 11:16:19,20260414100050659,8,Big,Red
2026-04-14 11:16:19,20260414100050660,8,Big,Red
2026-04-14 11:16:19,20260414100050661,1,Small,Green
2026-04-14 11:16:19,20260414100050662,6,Big,Red
2026-04-14 11:16:18,20260414100050663,2,Small,Red
2026-04-14 11:16:18,20260414100050664,5,Big,Green+Violet
2026-04-14 11:16:18,20260414100050665,8,Big,Red
2026-04-14 11:16:18,20260414100050666,6,Big,Red
2026-04-14 11:16:18,20260414100050667,6,Big,Red
2026-04-14 11:16:18,20260414100050668,6,Big,Red
2026-04-14 11:16:18,20260414100050669,8,Big,Red
2026-04-14 11:16:18,20260414100050670,1,Small,Green
2026-04-14 11:16:18,20260414100050671,1,Small,Green
2026-04-14 11:16:18,20260414100050672,5,Big,Green+Violet
2026-04-14 11:16:16,20260414100050673,5,Big,Green+Violet
2026-04-14 11:16:16,20260414100050674,2,Small,Red
2026-04-14 11:16:16,20260414100050675,2,Small,Red
2026-04-14 11:16:16,20260414100050676,8,Big,Red
2026-04-14 11:16:16,20260414100050677,3,Small,Green
2026-04-14 11:16:16,20260414100050678,4,Small,Red
2026-04-14 11:16:16,20260414100050679,7,Big,Green
2026-04-14 11:16:16,20260414100050680,8,Big,Red
2026-04-14 11:16:16,20260414100050681,9,Big,Green
2026-04-14 11:16:16,20260414100050682,4,Small,Red
2026-04-14 11:16:15,20260414100050683,0,Small,Red+Violet
2026-04-14 11:16:15,20260414100050684,0,Small,Red+Violet
2026-04-14 11:16:15,20260414100050685,0,Small,Red+Violet
2026-04-14 11:16:15,20260414100050686,0,Small,Red+Violet
2026-04-14 11:16:15,20260414100050687,1,Small,Green
2026-04-14 11:16:15,20260414100050688,6,Big,Red
2026-04-14 11:16:15,20260414100050689,7,Big,Green
2026-04-14 11:16:15,20260414100050690,7,Big,Green
2026-04-14 11:16:15,20260414100050691,4,Small,Red
2026-04-14 11:16:15,20260414100050692,8,Big,Red
2026-04-14 11:16:58,20260414100050693,1,Small,Green
2026-04-14 11:16:58,20260414100050694,0,Small,Red+Violet
2026-04-14 11:17:58,20260414100050695,1,Small,Green
2026-04-14 11:17:58,20260414100050696,6,Big,Red
2026-04-14 11:18:58,20260414100050697,6,Big,Red
2026-04-14 11:18:58,20260414100050698,1,Small,Green
2026-04-14 11:19:58,20260414100050699,0,Small,Red+Violet
2026-04-14 11:19:58,20260414100050700,7,Big,Green
2026-04-14 11:20:58,20260414100050701,1,Small,Green
2026-04-14 11:20:58,20260414100050702,0,Small,Red+Violet
2026-04-14 11:21:28,20260414100050703,2,Small,Red
2026-04-14 11:21:57,20260414100050704,3,Small,Green
2026-04-14 11:22:27,20260414100050705,3,Small,Green
2026-04-14 11:23:28,20260414100050706,8,Big,Red
2026-04-14 11:23:28,20260414100050707,3,Small,Green
2026-04-14 11:23:59,20260414100050708,3,Small,Green
2026-04-14 11:24:28,20260414100050709,4,Small,Red
2026-04-14 11:24:59,20260414100050710,3,Small,Green
2026-04-14 11:29:08,20260414100050711,5,Big,Green+Violet
2026-04-14 11:29:08,20260414100050712,9,Big,Green
2026-04-14 11:29:08,20260414100050713,5,Big,Green+Violet
2026-04-14 11:29:08,20260414100050714,2,Small,Red
2026-04-14 11:29:08,20260414100050715,1,Small,Green
2026-04-14 11:29:08,20260414100050716,9,Big,Green
2026-04-14 11:29:08,20260414100050717,8,Big,Red
2026-04-14 11:29:08,20260414100050718,4,Small,Red
2026-04-14 11:29:58,20260414100050719,2,Small,Red
2026-04-14 11:29:58,20260414100050720,4,Small,Red
2026-04-14 11:30:29,20260414100050721,9,Big,Green
2026-04-14 11:30:58,20260414100050722,9,Big,Green
2026-04-14 11:31:29,20260414100050723,4,Small,Red
2026-04-14 11:32:28,20260414100050724,9,Big,Green
2026-04-14 11:32:28,20260414100050725,4,Small,Red
2026-04-14 11:32:57,20260414100050726,6,Big,Red
2026-04-14 11:33:28,20260414100050727,4,Small,Red
2026-04-14 11:33:58,20260414100050728,2,Small,Red
2026-04-14 11:34:28,20260414100050729,1,Small,Green
2026-04-14 11:34:57,20260414100050730,3,Small,Green
2026-04-14 11:35:28,20260414100050731,4,Small,Red
2026-04-14 11:36:28,20260414100050732,3,Small,Green
2026-04-14 11:36:28,20260414100050733,5,Big,Green+Violet
2026-04-14 11:36:58,20260414100050734,8,Big,Red
2026-04-14 11:37:29,20260414100050735,2,Small,Red
2026-04-14 11:37:58,20260414100050736,4,Small,Red
2026-04-14 11:38:58,20260414100050737,6,Big,Red
2026-04-14 11:38:58,20260414100050738,5,Big,Green+Violet
2026-04-14 11:40:02,20260414100050739,7,Big,Green
2026-04-14 11:40:02,20260414100050740,6,Big,Red
2026-04-14 11:40:28,20260414100050741,8,Big,Red
2026-04-14 11:41:28,20260414100050742,4,Small,Red
2026-04-14 11:41:28,20260414100050743,0,Small,Red+Violet
2026-04-14 11:41:59,20260414100050744,8,Big,Red
2026-04-14 11:42:28,20260414100050745,2,Small,Red
2026-04-14 11:42:58,20260414100050746,5,Big,Green+Violet
2026-04-14 11:45:16,20260414100050747,4,Small,Red
2026-04-14 11:45:16,20260414100050748,3,Small,Green
2026-04-14 11:45:16,20260414100050749,9,Big,Green
2026-04-14 11:45:16,20260414100050750,2,Small,Red
2026-04-14 11:45:30,20260414100050751,2,Small,Red
2026-04-14 11:45:58,20260414100050752,6,Big,Red
2026-04-14 11:46:28,20260414100050753,0,Small,Red+Violet
2026-04-14 11:46:59,20260414100050754,9,Big,Green
2026-04-14 11:47:59,20260414100050755,4,Small,Red
2026-04-14 11:47:59,20260414100050756,3,Small,Green
2026-04-14 11:48:28,20260414100050757,3,Small,Green
2026-04-14 11:48:58,20260414100050758,1,Small,Green
2026-04-14 11:49:28,20260414100050759,6,Big,Red
2026-04-14 11:50:59,20260414100050760,4,Small,Red
2026-04-14 11:50:59,20260414100050761,6,Big,Red
2026-04-14 11:50:59,20260414100050762,9,Big,Green
2026-04-14 11:51:28,20260414100050763,3,Small,Green
2026-04-14 11:51:59,20260414100050764,5,Big,Green+Violet
2026-04-14 11:52:28,20260414100050765,0,Small,Red+Violet
2026-04-14 11:56:21,20260414100050766,0,Small,Red+Violet
2026-04-14 11:56:21,20260414100050767,9,Big,Green
2026-04-14 11:56:21,20260414100050768,6,Big,Red
2026-04-14 11:56:21,20260414100050769,3,Small,Green
2026-04-14 11:56:21,20260414100050770,7,Big,Green
2026-04-14 11:56:21,20260414100050771,5,Big,Green+Violet
2026-04-14 11:56:21,20260414100050772,6,Big,Red
2026-04-14 11:56:27,20260414100050773,7,Big,Green
2026-04-14 11:57:27,20260414100050774,5,Big,Green+Violet
2026-04-14 11:57:27,20260414100050775,4,Small,Red
2026-04-14 11:57:58,20260414100050776,2,Small,Red
2026-04-14 11:58:58,20260414100050777,3,Small,Green
2026-04-14 11:58:58,20260414100050778,3,Small,Green
2026-04-14 11:59:28,20260414100050779,5,Big,Green+Violet
2026-04-14 11:59:59,20260414100050780,0,Small,Red+Violet
2026-04-14 12:00:28,20260414100050781,9,Big,Green
2026-04-14 12:00:59,20260414100050782,0,Small,Red+Violet
2026-04-14 12:01:58,20260414100050783,2,Small,Red
2026-04-14 12:01:58,20260414100050784,6,Big,Red
2026-04-14 12:02:28,20260414100050785,3,Small,Green
2026-04-14 12:03:28,20260414100050786,6,Big,Red
2026-04-14 12:03:28,20260414100050787,3,Small,Green
2026-04-14 12:04:31,20260414100050788,4,Small,Red
2026-04-14 12:04:31,20260414100050789,4,Small,Red
2026-04-14 12:04:58,20260414100050790,5,Big,Green+Violet
2026-04-14 12:05:28,20260414100050791,7,Big,Green
2026-04-14 12:05:58,20260414100050792,4,Small,Red
2026-04-14 12:06:58,20260414100050793,6,Big,Red
2026-04-14 12:06:58,20260414100050794,0,Small,Red+Violet
2026-04-14 12:07:29,20260414100050795,0,Small,Red+Violet
2026-04-14 12:07:58,20260414100050796,9,Big,Green
2026-04-14 12:08:27,20260414100050797,5,Big,Green+Violet
2026-04-14 12:08:58,20260414100050798,9,Big,Green
2026-04-14 12:09:58,20260414100050799,4,Small,Red
2026-04-14 12:09:58,20260414100050800,6,Big,Red
2026-04-14 12:10:28,20260414100050801,1,Small,Green
2026-04-14 12:10:57,20260414100050802,8,Big,Red
2026-04-14 12:11:28,20260414100050803,6,Big,Red
2026-04-14 12:12:28,20260414100050804,5,Big,Green+Violet
2026-04-14 12:12:28,20260414100050805,9,Big,Green
2026-04-14 12:12:59,20260414100050806,8,Big,Red
2026-04-14 12:13:28,20260414100050807,8,Big,Red
2026-04-14 12:14:00,20260414100050808,8,Big,Red
2026-04-14 12:14:28,20260414100050809,6,Big,Red
2026-04-14 12:14:58,20260414100050810,4,Small,Red
2026-04-14 12:15:28,20260414100050811,4,Small,Red
2026-04-14 12:16:28,20260414100050812,1,Small,Green
2026-04-14 12:16:28,20260414100050813,2,Small,Red
2026-04-14 12:17:28,20260414100050814,8,Big,Red
2026-04-14 12:17:28,20260414100050815,1,Small,Green
2026-04-14 12:17:59,20260414100050816,0,Small,Red+Violet
2026-04-14 12:18:28,20260414100050817,5,Big,Green+Violet
2026-04-14 12:18:58,20260414100050818,1,Small,Green
2026-04-14 12:19:29,20260414100050819,9,Big,Green
2026-04-14 12:19:58,20260414100050820,2,Small,Red
2026-04-14 12:20:27,20260414100050821,4,Small,Red
2026-04-14 12:20:58,20260414100050822,2,Small,Red
2026-04-14 12:21:27,20260414100050823,6,Big,Red
2026-04-14 12:21:58,20260414100050824,9,Big,Green
2026-04-14 12:22:58,20260414100050825,4,Small,Red
2026-04-14 12:22:58,20260414100050826,9,Big,Green
2026-04-14 12:23:30,20260414100050827,3,Small,Green
2026-04-14 12:23:58,20260414100050828,5,Big,Green+Violet
2026-04-14 12:24:29,20260414100050829,2,Small,Red
2026-04-14 12:24:58,20260414100050830,5,Big,Green+Violet
2026-04-14 12:25:28,20260414100050831,4,Small,Red
2026-04-14 12:25:59,20260414100050832,0,Small,Red+Violet
2026-04-14 12:26:57,20260414100050833,8,Big,Red
2026-04-14 12:26:57,20260414100050834,6,Big,Red
2026-04-14 12:27:28,20260414100050835,0,Small,Red+Violet
2026-04-14 12:27:57,20260414100050836,4,Small,Red
2026-04-14 12:28:28,20260414100050837,3,Small,Green
2026-04-14 12:29:28,20260414100050838,0,Small,Red+Violet
2026-04-14 12:29:28,20260414100050839,7,Big,Green
2026-04-14 12:29:59,20260414100050840,8,Big,Red
2026-04-14 12:30:28,20260414100050841,5,Big,Green+Violet
2026-04-14 12:31:28,20260414100050842,0,Small,Red+Violet
2026-04-14 12:31:28,20260414100050843,9,Big,Green
2026-04-14 12:32:28,20260414100050844,8,Big,Red
2026-04-14 12:32:28,20260414100050845,5,Big,Green+Violet
2026-04-14 12:33:00,20260414100050846,8,Big,Red
2026-04-14 12:33:28,20260414100050847,2,Small,Red
2026-04-14 12:33:59,20260414100050848,1,Small,Green
2026-04-14 12:34:28,20260414100050849,6,Big,Red
2026-04-14 12:34:59,20260414100050850,2,Small,Red
2026-04-14 12:35:28,20260414100050851,5,Big,Green+Violet
2026-04-14 12:36:28,20260414100050852,8,Big,Red
2026-04-14 12:36:28,20260414100050853,4,Small,Red
2026-04-14 12:37:28,20260414100050854,9,Big,Green
2026-04-14 12:37:28,20260414100050855,4,Small,Red
2026-04-14 12:37:59,20260414100050856,1,Small,Green
2026-04-14 12:38:28,20260414100050857,9,Big,Green
2026-04-14 12:38:57,20260414100050858,1,Small,Green
2026-04-14 12:39:28,20260414100050859,0,Small,Red+Violet
2026-04-14 12:40:28,20260414100050860,4,Small,Red
2026-04-14 12:40:28,20260414100050861,8,Big,Red
2026-04-14 12:40:58,20260414100050862,3,Small,Green
2026-04-14 12:41:27,20260414100050863,2,Small,Red
2026-04-14 12:41:58,20260414100050864,1,Small,Green
2026-04-14 12:42:30,20260414100050865,1,Small,Green
2026-04-14 12:42:58,20260414100050866,2,Small,Red
2026-04-14 12:43:58,20260414100050867,9,Big,Green
2026-04-14 12:43:58,20260414100050868,9,Big,Green
2026-04-14 12:44:28,20260414100050869,0,Small,Red+Violet
2026-04-14 12:44:57,20260414100050870,7,Big,Green
2026-04-14 12:45:28,20260414100050871,7,Big,Green
2026-04-14 12:45:57,20260414100050872,2,Small,Red
2026-04-14 12:46:28,20260414100050873,8,Big,Red
2026-04-14 12:47:28,20260414100050874,6,Big,Red
2026-04-14 12:47:28,20260414100050875,0,Small,Red+Violet
2026-04-14 12:47:59,20260414100050876,1,Small,Green
2026-04-14 12:48:57,20260414100050877,5,Big,Green+Violet
2026-04-14 12:48:57,20260414100050878,6,Big,Red
2026-04-14 12:49:28,20260414100050879,9,Big,Green
2026-04-14 12:49:58,20260414100050880,4,Small,Red
2026-04-14 12:50:28,20260414100050881,4,Small,Red
2026-04-14 12:50:58,20260414100050882,5,Big,Green+Violet
2026-04-14 12:51:58,20260414100050883,6,Big,Red
2026-04-14 12:51:58,20260414100050884,1,Small,Green
2026-04-14 12:52:27,20260414100050885,8,Big,Red
2026-04-14 12:53:01,20260414100050886,4,Small,Red
2026-04-14 12:53:27,20260414100050887,6,Big,Red
2026-04-14 12:54:27,20260414100050888,4,Small,Red
2026-04-14 12:54:27,20260414100050889,7,Big,Green
2026-04-14 12:54:58,20260414100050890,0,Small,Red+Violet
2026-04-14 12:55:58,20260414100050891,7,Big,Green
2026-04-14 12:55:58,20260414100050892,7,Big,Green
2026-04-14 12:56:58,20260414100050893,5,Big,Green+Violet
2026-04-14 12:56:58,20260414100050894,0,Small,Red+Violet
2026-04-14 12:57:29,20260414100050895,6,Big,Red
2026-04-14 12:57:58,20260414100050896,4,Small,Red
2026-04-14 12:58:27,20260414100050897,9,Big,Green
2026-04-14 12:59:28,20260414100050898,4,Small,Red
2026-04-14 12:59:28,20260414100050899,1,Small,Green
2026-04-14 13:00:28,20260414100050900,4,Small,Red
2026-04-14 13:00:28,20260414100050901,3,Small,Green
2026-04-14 13:00:57,20260414100050902,8,Big,Red
2026-04-14 13:01:28,20260414100050903,3,Small,Green
2026-04-14 13:01:58,20260414100050904,8,Big,Red
2026-04-14 13:02:33,20260414100050905,7,Big,Green
2026-04-14 13:02:58,20260414100050906,7,Big,Green
2026-04-14 13:03:29,20260414100050907,3,Small,Green
2026-04-14 13:03:58,20260414100050908,8,Big,Red
2026-04-14 13:04:27,20260414100050909,4,Small,Red
2026-04-14 13:05:28,20260414100050910,0,Small,Red+Violet
2026-04-14 13:05:28,20260414100050911,8,Big,Red
2026-04-14 13:06:28,20260414100050912,2,Small,Red
2026-04-14 13:06:28,20260414100050913,8,Big,Red
2026-04-14 13:07:28,20260414100050914,4,Small,Red
2026-04-14 13:07:28,20260414100050915,9,Big,Green
2026-04-14 13:08:01,20260414100050916,5,Big,Green+Violet
2026-04-14 13:08:28,20260414100050917,7,Big,Green
2026-04-14 13:08:58,20260414100050918,4,Small,Red
2026-04-14 13:09:27,20260414100050919,6,Big,Red
2026-04-14 13:09:58,20260414100050920,7,Big,Green
2026-04-14 13:10:27,20260414100050921,9,Big,Green
2026-04-14 13:10:58,20260414100050922,9,Big,Green
2026-04-14 13:11:28,20260414100050923,5,Big,Green+Violet
2026-04-14 13:11:58,20260414100050924,1,Small,Green
2026-04-14 13:12:28,20260414100050925,1,Small,Green
2026-04-14 13:12:59,20260414100050926,3,Small,Green
2026-04-14 13:13:28,20260414100050927,3,Small,Green
2026-04-14 13:13:59,20260414100050928,2,Small,Red
2026-04-14 13:14:28,20260414100050929,2,Small,Red
2026-04-14 13:16:03,20260414100050930,2,Small,Red
2026-04-14 13:16:03,20260414100050931,4,Small,Red
2026-04-14 13:16:03,20260414100050932,9,Big,Green
2026-04-14 13:16:27,20260414100050933,1,Small,Green
2026-04-14 13:16:58,20260414100050934,5,Big,Green+Violet
2026-04-14 13:17:28,20260414100050935,9,Big,Green
2026-04-14 13:18:28,20260414100050936,3,Small,Green
2026-04-14 13:18:28,20260414100050937,7,Big,Green
2026-04-14 13:18:58,20260414100050938,8,Big,Red
2026-04-14 13:19:29,20260414100050939,7,Big,Green
2026-04-14 13:19:58,20260414100050940,4,Small,Red
2026-04-14 13:20:29,20260414100050941,7,Big,Green
2026-04-14 13:20:58,20260414100050942,9,Big,Green
2026-04-14 13:21:31,20260414100050943,7,Big,Green
2026-04-14 13:21:57,20260414100050944,2,Small,Red
2026-04-14 13:22:28,20260414100050945,2,Small,Red
2026-04-14 13:22:58,20260414100050946,2,Small,Red
